COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
42372;75;PAJUCARA;PAJUCARA;1;1;1;3;2;1;2
42373;500;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42374;12;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42375;100;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42376;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42377;166;INDUSTRIAL;PAJUCARA;1;1;1;1;2;1;1
42378;366;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42379;88;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;3;1;3;1
42380;1100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
42381;133;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42382;150;NOVO MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42383;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
42384;275;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42385;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
42386;125;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42387;0;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;2;1;1
42388;0;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;3;1;1;1
42389;50;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42390;75;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42391;50;JEREISSATI II;JEREISSATI;2;4;1;1;1;1;1
42392;1100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42393;50;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42394;0;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42395;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;3;1
42396;580;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42397;550;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42398;350;JACANAU;MUCUNA;1;1;1;1;1;1;1
42399;200;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42400;50;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
42401;37;JEREISSATI II;JEREISSATI;1;1;1;3;1;1;1
42402;36;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42403;359;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
42404;280;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42405;66;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42406;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42407;100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42408;366;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42409;0;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42410;33;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42411;0;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;1
42412;50;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;1
42413;122;JEREISSATI II;JEREISSATI;1;1;1;1;1;3;1
42414;615;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42415;102;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42416;0;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42417;433;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42418;1100;HORTO;JEREISSATI;1;1;1;3;1;1;1
42419;1314;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42420;50;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42421;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42422;1100;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;1;1;3;3
42423;1100;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42424;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42425;251;TIMBO;TIMBO;1;1;1;1;1;1;1
42426;435;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42427;266;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
42428;60;OLHO DAGUA;JEREISSATI;1;1;1;1;1;1;1
42429;550;JEREISSATI II;JEREISSATI;2;4;1;1;1;5;1
42430;61;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42431;66;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42432;106;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;2;1;1
42433;37;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
42434;366;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
42435;10;JEREISSATI II;JEREISSATI;1;1;1;3;1;1;1
42436;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42437;200;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42438;200;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;1;1;1;3
42439;0;HORTO;JEREISSATI;1;1;1;3;1;1;1
42440;550;HORTO;JEREISSATI;1;1;1;3;1;1;1
42441;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42442;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42443;1100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42444;1600;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42445;266;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42446;100;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42447;62;HORTO;INDIGENA;1;1;1;3;1;1;1
42448;50;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42449;950;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42450;519;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42451;0;TIMBO;TIMBO;1;1;1;1;1;1;1
42452;4;HORTO;JEREISSATI;1;1;1;3;1;1;1
42453;166;TIMBO;TIMBO;1;1;1;1;1;1;1
42454;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42455;66;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42456;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42457;30;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
42458;150;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42459;0;JACANAU;MUCUNA;1;1;1;1;1;1;1
42460;111;OLHO DAGUA;INDIGENA;1;1;1;3;1;2;1
42461;66;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42462;100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42463;0;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42464;466;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42465;220;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42466;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42467;1100;PAU SERRADO;MUCUNA;1;1;1;1;1;1;1
42468;1100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42469;75;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
42470;0;CENTRO;JEREISSATI;1;1;1;3;1;1;1
42471;50;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42472;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42473;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42474;350;LUZARDO VIANA;MUCUNA;1;1;1;2;1;1;1
42475;33;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42476;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42477;100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
42478;0;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
42479;275;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42480;100;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42481;300;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42482;50;LUZARDO VIANA;MUCUNA;1;2;1;3;1;1;1
42483;100;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
42484;60;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42485;233;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42486;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42487;0;ACARACUZINHO;ACARACUZINHO;1;4;1;2;1;1;1
42488;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;2;2;3;3
42489;0;JACANAU;MUCUNA;1;1;1;3;1;1;3
42490;316;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42491;125;TIMBO;TIMBO;1;1;1;1;1;1;1
42492;1128;JACANAU;MUCUNA;1;1;1;3;1;1;3
42493;66;PAJUCARA;PAJUCARA;1;1;1;3;1;1;2
42494;1100;SIQUEIRA;PARQUE SAO JOAO;1;2;1;2;1;1;1
42495;16;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42496;333;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42497;400;SANTO ANTONIO;INDIGENA;2;2;1;3;1;1;1
42498;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42499;943;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42500;1459;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42501;1100;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
42502;27;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
42503;156;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
42504;53;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42505;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42506;200;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42507;100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42508;1200;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42509;400;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42510;400;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;3
42511;600;MUCUNA;MUCUNA;1;1;1;3;1;1;2
42512;1100;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42513;16;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;3
42514;166;JACANAU;MUCUNA;2;2;1;3;1;1;1
42515;550;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42516;0;CENTRO;JEREISSATI;1;1;1;3;1;3;3
42517;0;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
42518;300;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42519;50;LUZARDO VIANA;MUCUNA;1;1;2;;1;3;2
42520;366;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42521;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
42522;500;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
42523;132;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42524;578;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42525;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;2;1;3
42526;100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42527;50;CANINDEZINHO;PARQUE SAO JOAO;1;2;1;2;1;1;1
42528;12;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42529;1100;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42530;33;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
42531;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42532;733;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42533;200;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42534;12;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
42535;0;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42536;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42537;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
42538;53;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42539;550;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
42540;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;3;1
42541;30;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
42542;269;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
42543;329;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
42544;366;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42545;366;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42546;150;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42547;360;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
42548;25;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;3
42549;200;LUZARDO VIANA;MUCUNA;1;1;1;3;2;1;2
42550;15;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;2;1;2
42551;533;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42552;595;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42553;100;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42554;550;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42555;0;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;3;1;1;1
42556;0;NOVO MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42557;1100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42558;52;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;2;1;1;1
42559;366;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
42560;0;ALTO ALEGRE II;ALTO ALEGRE;1;4;1;3;2;3;3
42561;8;PAJUCARA;PAJUCARA;1;1;1;3;1;3;1
42562;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42563;133;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42564;1095;HORTO;INDIGENA;1;1;1;3;1;1;1
42565;0;PAJUCARA;PAJUCARA;2;4;1;3;2;3;3
42566;69;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42567;366;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
42568;100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42569;0;JEREISSATI II;JEREISSATI;2;1;1;3;1;5;1
42570;62;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42571;502;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42572;0;PAJUCARA;PAJUCARA;1;1;1;3;2;1;1
42573;250;TIMBO;TIMBO;1;1;1;1;1;1;1
42574;675;TIMBO;TIMBO;1;1;1;1;1;1;1
42575;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42576;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42577;66;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42578;362;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
42579;66;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42580;33;TIMBO;TIMBO;1;1;1;1;1;1;1
42581;1045;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42582;40;MUCUNA;MUCUNA;1;1;1;3;1;1;2
42583;36;TIMBO;TIMBO;1;1;1;1;1;1;1
42584;0;JACANAU;MUCUNA;1;1;1;3;1;1;1
42585;750;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42586;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42587;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42588;200;CENTRO;JEREISSATI;2;2;1;2;1;4;1
42589;200;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42590;1100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42591;0;JARI;PARQUE SAO JOAO;1;4;1;3;1;1;3
42592;710;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42593;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42594;653;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
42595;210;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
42596;1100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42597;0;HORTO;JEREISSATI;2;4;2;;1;6;2
42598;141;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42599;1500;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42600;1082;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42601;100;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42602;0;ALTO ALEGRE I;ACARACUZINHO;2;4;1;3;4;1;3
42603;1100;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42604;18;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
42605;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42606;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
42607;80;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;1;3;3
42608;250;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;2;1;1;1
42609;1560;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42610;641;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
42611;0;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
42612;336;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;3
42613;0;SIQUEIRA;PARQUE SAO JOAO;2;4;1;3;1;3;3
42614;1100;HORTO;JEREISSATI;1;1;2;;1;3;1
42615;0;LUZARDO VIANA;MUCUNA;2;2;1;3;1;1;2
42616;733;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42617;700;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42618;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42619;1150;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
42620;233;TIMBO;TIMBO;1;1;1;1;1;1;1
42621;200;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
42622;366;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;1
42623;33;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42624;303;TIMBO;TIMBO;1;1;1;1;1;1;1
42625;550;TIMBO;TIMBO;1;1;1;1;1;1;1
42626;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;3
42627;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42628;50;HORTO;INDIGENA;1;1;1;3;1;3;2
42629;950;CIDADE NOVA;PAJUCARA;1;1;1;1;1;1;1
42630;41;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;1
42631;50;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42632;424;HORTO;INDIGENA;1;1;1;3;3;3;3
42633;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;3;1;3;1
42634;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;3;3
42635;1100;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
42636;366;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42637;0;COQUEIRAL;PIRATININGA;1;1;1;3;1;1;1
42638;1212;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42639;350;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
42640;466;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42641;300;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;3
42642;1100;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;1
42643;0;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;1
42644;133;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42645;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42646;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;2;4;1;2;1;3;1
42647;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;2
42648;40;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
42649;370;HORTO;INDIGENA;1;1;1;3;1;1;1
42650;75;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;3;3
42651;833;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42652;166;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42653;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
42654;733;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42655;0;JACANAU;MUCUNA;1;1;1;3;1;1;1
42656;1344;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42657;261;JEREISSATI II;JEREISSATI;1;1;2;;1;1;2
42658;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;2;1;1
42659;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;2
42660;343;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
42661;45;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42662;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;2
42663;150;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42664;0;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
42665;106;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
42666;150;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42667;166;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;3
42668;200;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42669;200;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42670;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42671;0;LUZARDO VIANA;MUCUNA;1;1;2;;1;5;1
42672;400;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
42673;5;DI 2000;ACARACUZINHO;1;1;1;3;1;1;1
42674;300;PARQUE TIJUCA -RES AGUAS DE JACANA;ACARACUZINHO;1;1;1;1;1;1;1
42675;634;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;3
42676;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;;;;;;;
42677;500;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42678;50;ALTO ALEGRE I;ACARACUZINHO;1;1;1;1;1;1;1
42679;200;ALTO ALEGRE II;ALTO ALEGRE;2;4;1;3;2;3;3
42680;250;PAJUCARA;PAJUCARA;1;1;1;3;2;1;2
42681;0;SANTO SATIRO;ACARACUZINHO;2;4;1;1;1;3;1
42682;200;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
42683;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42684;440;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42685;0;ALTO ALEGRE I;ACARACUZINHO;2;4;1;3;1;3;1
42686;785;DI 2000;ACARACUZINHO;1;1;1;1;1;1;2
42687;75;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
42688;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42689;250;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42690;359;VILA BURITI;ACARACUZINHO;1;1;1;1;1;1;1
42691;359;INDUSTRIAL;PAJUCARA;1;2;1;1;1;1;1
42692;183;NOVO ORIENTE;ACARACUZINHO;1;1;1;3;1;1;1
42693;100;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42694;50;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42695;66;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
42696;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42697;0;MUCUNA;MUCUNA;;;;;;;
42698;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42699;0;MUCUNA;MUCUNA;;;;;;;
42700;800;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42701;150;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42702;550;CENTRO;JEREISSATI;1;1;1;1;1;1;1
42703;66;MUCUNA;MUCUNA;1;1;1;3;1;1;1
42704;83;JACANAU;MUCUNA;2;4;1;3;1;3;1
42705;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42706;220;HORTO;INDIGENA;1;1;1;3;1;1;1
42707;325;HORTO;JEREISSATI;1;1;1;1;1;1;1
42708;100;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
42709;200;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42710;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42711;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;3
42712;300;ALTO DA MANGUEIRA;ANTONIO JUSTA;2;4;1;3;3;3;3
42713;700;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
42714;0;ALTO ALEGRE II;ALTO ALEGRE;2;4;2;;1;1;3
42715;150;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
42716;66;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;3
42717;550;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;2;1;1;1
42718;393;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
42719;33;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42720;75;PAJUCARA;PAJUCARA;1;1;1;3;1;1;2
42721;1100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
42722;366;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
42723;1100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
42724;0;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
42725;303;DI 2000;ACARACUZINHO;1;1;1;1;1;3;2
42726;20;ANTONIO JUSTA;ANTONIO JUSTA;2;4;1;3;1;3;1
42727;427;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
42728;83;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
42729;8;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
42730;0;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
42731;256;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
42732;200;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
42733;150;ANTONIO JUSTA;ANTONIO JUSTA;1;4;1;3;1;1;3
42734;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
