COD-FAMILIAR-FAM;RENDA-MEDIA;LOCALIDADE;UNIDADE_DE_ATENDMENTO;COD-AGUA-CANALIZADA-FAM;COD-ABASTE-AGUA-DOMIC-FAM;COD-BANHEIRO-DOMIC-FAM;COD-ESCOA-SANITARIO-DOMIC-FAM;COD-DESTINO-LIXO-DOMIC-FAM;COD-ILUMINACAO-DOMIC-FAM;COD-CALCAMENTO-DOMIC-FAM
5806;400;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
5807;1100;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;1
5808;266;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5809;366;PAJUCARA;PAJUCARA;2;4;1;1;1;1;1
5810;474;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
5811;166;FURNA DA ONCA;ANTONIO JUSTA;1;1;1;1;1;3;3
5812;0;MUCUNA;MUCUNA;1;1;1;3;1;1;1
5813;332;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5814;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;2
5815;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5816;275;MUCUNA;MUCUNA;1;1;1;3;1;1;1
5817;998;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5818;573;HORTO;JEREISSATI;1;1;1;3;1;1;1
5819;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5820;0;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;2
5821;80;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5822;550;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5823;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5824;25;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
5825;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5826;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
5827;954;TIMBO;TIMBO;1;1;1;1;1;1;1
5828;40;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5829;33;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
5830;275;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5831;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5832;150;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5833;50;PIRATININGA;PIRATININGA;1;1;1;3;1;1;1
5834;400;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
5835;140;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
5836;954;CENTRO;JEREISSATI;1;4;1;3;1;1;3
5837;116;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5838;400;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5839;469;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
5840;43;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;2;1;1;1
5841;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5842;550;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
5843;20;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;1
5844;612;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;1;1;1;2
5845;261;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5846;100;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
5847;0;INDUSTRIAL;PAJUCARA;2;2;1;1;1;1;1
5848;15;TIMBO;TIMBO;1;1;1;1;1;1;1
5849;107;MUCUNA;MUCUNA;2;4;1;2;1;1;3
5850;40;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
5851;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5852;50;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;3
5853;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
5854;50;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5855;303;JACANAU;MUCUNA;1;1;1;2;1;1;1
5856;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5857;0;PAJUCARA;PAJUCARA;1;1;1;3;1;3;1
5858;444;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;1
5859;280;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
5860;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5861;676;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
5862;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5863;550;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5864;466;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5865;50;TIMBO;TIMBO;1;1;1;1;1;1;1
5866;4;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5867;998;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;2
5868;564;TIMBO;TIMBO;1;1;1;1;1;1;1
5869;12;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;3;1;3;3
5870;1212;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;2;;1;1;1
5871;366;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;3
5872;448;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5873;550;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
5874;0;ALTO ALEGRE II;ALTO ALEGRE;1;4;1;3;1;3;1
5875;522;MUCUNA;MUCUNA;1;1;1;3;1;1;1
5876;470;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
5877;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5878;16;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5879;20;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;2;3
5880;85;JARI;PARQUE SAO JOAO;1;1;1;3;1;1;1
5881;499;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5882;606;MARACANANZINHO;PIRATININGA;1;1;1;1;1;3;1
5883;372;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5884;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5885;60;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;3;1
5886;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5887;1100;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
5888;100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
5889;287;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
5890;937;JACANAU;MUCUNA;1;1;1;3;1;1;1
5891;20;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;3
5892;16;RESIDENCIAL MARACANAU;PIRATININGA;1;2;1;3;1;2;3
5893;83;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5894;66;PAJUCARA;PAJUCARA;1;1;1;1;1;6;1
5895;20;CENTRO;JEREISSATI;2;4;1;1;1;3;1
5896;60;CIDADE NOVA;PAJUCARA;1;1;1;3;1;1;1
5897;366;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;2;4;1;3;1;3;1
5898;45;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5899;376;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5900;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
5901;0;TIMBO;TIMBO;1;1;1;1;1;1;1
5902;50;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
5903;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5904;378;TIMBO;TIMBO;1;1;1;1;1;1;1
5905;550;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5906;175;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;2
5907;333;TIMBO;TIMBO;1;1;1;1;1;1;1
5908;550;TIMBO;TIMBO;1;1;1;1;1;1;1
5909;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
5910;1212;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
5911;309;COQUEIRAL;PIRATININGA;1;1;1;2;1;1;1
5912;522;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5913;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5914;66;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5915;27;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
5916;0;CENTRO;JEREISSATI;1;1;1;1;2;3;1
5917;954;VILA DA PAZ;ACARACUZINHO;2;4;1;1;1;1;1
5918;44;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5919;50;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5920;33;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
5921;365;TIMBO;TIMBO;1;1;1;1;1;1;1
5922;550;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5923;405;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5924;40;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
5925;0;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
5926;200;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5927;1100;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;4;1;3
5928;125;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;1;3
5929;240;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5930;937;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5931;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5932;1045;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5933;0;ALTO ALEGRE I;ACARACUZINHO;2;4;1;3;2;3;3
5934;200;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
5935;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5936;404;NOVO MARACANAU;PIRATININGA;1;1;1;3;1;1;1
5937;522;ALTO ALEGRE II;ALTO ALEGRE;2;1;1;3;1;1;3
5938;40;ALTO ALEGRE I;ACARACUZINHO;1;1;1;2;2;1;3
5939;499;PAJUCARA;PAJUCARA;1;1;1;4;1;1;1
5940;47;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5941;83;LUZARDO VIANA;MUCUNA;1;1;1;3;1;1;2
5942;86;COQUEIRAL;PIRATININGA;2;4;1;2;1;5;1
5943;70;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5944;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;3
5945;550;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5946;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5947;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;2;4;1;3;1;3;2
5948;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;3;1
5949;467;TIMBO;TIMBO;1;1;1;1;1;1;1
5950;316;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5951;0;MUCUNA;MUCUNA;2;4;1;3;1;1;1
5952;350;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
5953;300;CENTRO;JEREISSATI;1;1;1;1;1;1;1
5954;366;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5955;0;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5956;11;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5957;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5958;33;LUZARDO VIANA;MUCUNA;1;1;1;1;1;1;1
5959;150;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5960;80;VILA DA PAZ;ACARACUZINHO;1;1;1;3;1;1;1
5961;50;TIMBO;TIMBO;1;1;1;1;1;1;1
5962;1100;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
5963;5;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
5964;50;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5965;75;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5966;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
5967;75;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;2;1;6;1
5968;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5969;150;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5970;0;JEREISSATI I;TIMBO;2;1;1;1;1;1;1
5971;291;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5972;0;BELA VISTA;JEREISSATI;1;1;1;2;1;1;1
5973;550;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
5974;332;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5975;468;TIMBO;TIMBO;1;1;1;1;1;1;1
5976;33;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5977;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5978;300;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;2;1;1;3
5979;8;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;2
5980;249;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5981;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5982;248;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
5983;604;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
5984;1100;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
5985;998;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
5986;473;OLHO DAGUA;INDIGENA;1;1;1;3;1;1;1
5987;75;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
5988;0;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;1
5989;303;JEREISSATI II;JEREISSATI;1;1;1;1;1;2;1
5990;20;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5991;200;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5992;83;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
5993;159;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
5994;100;TIMBO;TIMBO;1;1;1;1;1;1;1
5995;66;JARI;PARQUE SAO JOAO;1;1;1;3;4;3;3
5996;120;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5997;380;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
5998;20;CANINDEZINHO;PARQUE SAO JOAO;1;1;1;3;1;1;3
5999;346;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6000;160;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;2
6001;406;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6002;83;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6003;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6004;0;VILA DA PAZ;ACARACUZINHO;2;4;1;3;2;1;3
6005;25;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
6006;937;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
6007;0;PARQUE TIJUCA;MUCUNA;1;1;1;3;1;1;1
6008;472;PARQUE TIJUCA;MUCUNA;1;1;1;1;1;1;1
6009;166;VILA BURITI;ACARACUZINHO;1;1;1;3;2;1;3
6010;120;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6011;0;PAJUCARA;PAJUCARA;1;3;1;3;4;3;3
6012;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6013;20;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6014;225;TIMBO;TIMBO;1;1;1;1;1;1;1
6015;348;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6016;23;TIMBO;TIMBO;1;1;1;3;1;1;1
6017;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6018;349;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6019;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6020;223;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
6021;937;JACANAU;MUCUNA;1;1;1;3;1;1;1
6022;0;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
6023;0;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6024;50;NOVO ORIENTE;ACARACUZINHO;1;1;1;3;1;1;1
6025;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;4;2;1;3
6026;0;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
6027;133;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6028;1100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6029;82;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6030;366;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6031;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6032;379;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6033;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6034;937;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6035;407;PIRATININGA;PIRATININGA;1;1;1;1;1;1;1
6036;66;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6037;75;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6038;0;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6039;550;BOA VISTA;JEREISSATI;1;1;1;3;1;1;1
6040;404;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
6041;22;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6042;50;TIMBO;TIMBO;1;1;1;1;1;1;1
6043;937;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;1;1;1;1
6044;127;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6045;468;PAJUCARA;PAJUCARA;1;1;1;1;1;1;2
6046;0;JEREISSATI II;JEREISSATI;2;4;1;1;1;1;1
6047;26;VIDA NOVA;ANTONIO JUSTA;1;1;1;1;1;1;1
6048;275;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6049;66;TIMBO;TIMBO;1;1;1;1;1;1;1
6050;52;SANTO SATIRO;ACARACUZINHO;1;1;1;1;1;1;1
6051;0;VILA DA PAZ;ACARACUZINHO;1;4;1;3;2;3;3
6052;366;TIMBO;TIMBO;1;1;1;1;1;1;1
6053;1212;SANTO SATIRO;ACARACUZINHO;1;1;1;3;1;1;1
6054;1800;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6055;1212;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6056;275;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6057;60;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6058;261;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6059;220;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6060;937;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6061;606;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6062;477;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
6063;100;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6064;15;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6065;491;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6066;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6067;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
6068;160;TIMBO;TIMBO;1;1;1;1;1;1;1
6069;477;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;3
6070;100;TIMBO;TIMBO;1;1;1;1;1;1;1
6071;2;HORTO;JEREISSATI;1;1;1;3;1;1;1
6072;609;TIMBO;TIMBO;1;1;1;1;1;1;1
6073;120;TIMBO;TIMBO;1;1;1;1;1;1;1
6074;80;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6075;25;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;4;1;2;1;1;1
6076;0;TIMBO;TIMBO;1;1;1;1;1;1;1
6077;222;TIMBO;TIMBO;1;1;1;1;1;1;1
6078;766;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6079;605;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6080;50;PIRATININGA;PIRATININGA;1;1;1;2;1;1;1
6081;332;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6082;300;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6083;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
6084;468;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6085;160;PAJUCARA;PAJUCARA;1;1;1;3;1;3;1
6086;275;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6087;13;TIMBO;TIMBO;1;1;1;1;1;1;1
6088;0;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6089;665;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6090;0;TIMBO;TIMBO;1;4;1;1;1;3;1
6091;212;CENTRO;JEREISSATI;2;4;1;3;1;1;1
6092;100;NOVO ORIENTE;ACARACUZINHO;1;1;1;1;1;1;1
6093;25;CENTRO;JEREISSATI;1;1;1;3;1;1;1
6094;0;JEREISSATI I;JEREISSATI;2;4;1;1;1;3;1
6095;0;PAJUCARA;JARDIM BANDEIRANTES;1;4;1;3;1;3;3
6096;300;TIMBO;TIMBO;1;1;1;1;1;1;1
6097;0;PAJUCARA;PAJUCARA;1;1;1;3;1;1;3
6098;100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6099;150;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6100;954;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6101;100;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6102;550;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
6103;522;MARACANANZINHO;PIRATININGA;1;1;1;1;1;1;1
6104;8;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6105;0;INDUSTRIAL;PAJUCARA;1;2;1;3;1;1;1
6106;150;CENTRO;JEREISSATI;1;1;1;1;1;1;1
6107;0;SIQUEIRA;PARQUE SAO JOAO;1;1;1;3;1;1;1
6108;230;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
6109;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6110;404;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6111;0;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6112;100;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;2;3;3
6113;30;ALTO ALEGRE II;ALTO ALEGRE;1;1;1;3;1;1;1
6114;435;LUZARDO VIANA;MUCUNA;1;1;1;3;1;2;1
6115;275;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6116;275;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6117;50;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6118;5;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;3;1;1;1
6119;200;BOA VISTA;JEREISSATI;1;1;1;1;1;1;1
6120;125;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6121;150;ALTO ALEGRE I;ACARACUZINHO;1;1;1;3;1;1;1
6122;55;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6123;522;TIMBO;TIMBO;1;1;1;1;1;1;1
6124;33;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6125;50;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;2;1;1
6126;41;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6127;40;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6128;318;PAJUCARA;PAJUCARA;1;1;1;3;1;1;1
6129;260;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6130;0;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;1;1;1;1
6131;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6132;150;CENTRO;JEREISSATI;2;2;1;3;1;1;1
6133;404;VILA DA PAZ;ACARACUZINHO;1;1;1;1;1;1;1
6134;90;OLHO DAGUA;JEREISSATI;1;1;1;1;1;1;1
6135;244;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6136;200;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6137;499;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;1
6138;275;JEREISSATI I;JEREISSATI;1;1;1;1;1;1;2
6139;0;JACANAU;MUCUNA;1;1;1;1;1;1;1
6140;101;SIQUEIRA;PARQUE SAO JOAO;1;1;1;2;1;1;1
6141;0;NOVO MARACANAU;PIRATININGA;1;1;1;1;1;1;1
6142;937;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6143;683;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6144;1100;PAJUCARA;PAJUCARA;1;1;1;1;1;1;1
6145;37;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
6146;0;ANTONIO JUSTA;ANTONIO JUSTA;1;1;1;3;1;1;1
6147;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
6148;600;JEREISSATI I;TIMBO;1;1;1;1;1;1;1
6149;5;MENINO JESUS DE PRAGA;JARDIM BANDEIRANTES;2;4;1;3;1;3;2
6150;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6151;137;TIMBO;TIMBO;1;1;1;1;1;1;1
6152;550;RESIDENCIAL MARACANAU;PIRATININGA;1;1;1;3;1;1;3
6153;250;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;1;1;3;1;1;2
6154;1045;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;1
6155;75;MUCUNA;MUCUNA;1;1;1;3;1;1;3
6156;387;INDUSTRIAL;PAJUCARA;1;1;1;1;1;1;1
6157;522;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;1;1;3
6158;66;ACARACUZINHO;ACARACUZINHO;1;1;1;1;1;1;1
6159;300;ALTO DA MANGUEIRA;ANTONIO JUSTA;1;1;1;3;1;1;1
6160;137;COQUEIRAL;PIRATININGA;1;1;1;1;1;1;1
6161;324;BOA ESPERANCA;PAJUCARA;1;1;1;3;1;1;1
6162;0;JARDIM BANDEIRANTES;JARDIM BANDEIRANTES;1;4;1;3;1;3;3
6163;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;3;2;1;1
6164;66;TIMBO;TIMBO;1;1;1;1;1;1;1
6165;0;PAJUCARA;JARDIM BANDEIRANTES;1;1;1;2;1;1;1
6166;150;BELA VISTA;JEREISSATI;1;1;1;1;1;1;1
6167;105;JARDIM MARAVILHA;ACARACUZINHO;1;1;1;2;1;1;1
6168;40;JEREISSATI II;JEREISSATI;1;1;1;1;1;1;1
